Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
253,254,40.4308,5670.79430538416
254,255,44.3246,5711.22510677576
255,256,42.0075,5755.54971081018
256,257,39.773,5797.55721431971
257,258,42.6441,5837.33021694422
258,259,42.6026,5879.97432094812
259,260,40.3913,5922.57692486048
260,261,41.7213,5962.96822887659
261,262,50.5748,6004.68953090906
262,263,45.8719,6055.26433330774
263,264,44.5889,6101.13623577356
264,265,43.3535,6145.72513729334
265,266,39.5266,6189.07863765955
266,267,41.0576,6228.60524135828
267,268,39.9479,6269.66284328699
268,269,40.417,6309.61074215174
269,270,38.535,6350.02774578333
270,271,39.2976,6388.56274944544
271,272,42.129,6427.86035305262
272,273,41.1112,6469.98935467005
273,274,40.1977,6511.10055691004
274,275,41.5034,6551.29825741053
275,276,40.9004,6592.80165630579
276,277,41.826,6633.70205837488
277,278,41.4593,6675.5280585885
278,279,42.2283,6716.98735958338
279,280,41.4804,6759.21566158533
280,281,42.6717,6800.69606167078
281,282,41.5201,6843.36776119471
282,283,41.4904,6884.8878646493
283,284,41.0374,6926.37826687098
284,285,44.3295,6967.41566616297
285,286,44.9603,7011.74516826868
286,287,47.1886,7056.70547252893
287,288,44.6344,7103.89407497644
288,289,43.3469,7148.52847439051
289,290,41.5727,7191.87537533045
290,291,42.4443,7233.44807583094
291,292,41.1612,7275.89237743616
292,293,39.5143,7317.05357891321
293,294,40.3776,7356.56788021326
294,295,38.9808,7396.9454818368
295,296,46.8031,7435.92628628016
296,297,40.7875,7482.72939068079
297,298,43.476,7523.51689296961
298,299,45.3161,7566.99289470911
