Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
255,256,39.8383,5978.47067821026
256,257,40.0432,6018.30898082256
257,258,39.3539,6058.3521822691
258,259,43.2756,6097.70608317852
259,260,43.3862,6140.98168742657
260,261,39.2929,6184.36788737774
261,262,41.5276,6223.66078746319
262,263,40.052,6265.1883906126
263,264,39.4965,6305.24039256573
264,265,43.5713,6344.73689448833
265,266,40.4867,6388.30819880962
266,267,40.9924,6428.79490077496
267,268,40.0168,6469.787301898
268,269,39.8773,6509.80410563946
269,270,42.9493,6549.68140971661
270,271,43.0817,6592.63071238995
271,272,39.5358,6635.71241176128
272,273,40.5605,6675.24821269512
273,274,43.123,6715.80871379375
274,275,41.0007,6758.93171489239
275,276,39.4841,6799.93241679668
276,277,39.1163,6839.41652095318
277,278,39.4103,6878.53282344341
278,279,41.8545,6917.94312465191
279,280,40.2759,6959.7976282835
280,281,40.4206,7000.07353007793
281,282,39.8072,7040.49413478374
282,283,39.7643,7080.30133616924
283,284,39.4037,7120.06563746929
284,285,43.3757,7159.46933925152
285,286,39.8198,7202.84504115582
286,287,42.3931,7242.66484248638
287,288,42.7831,7285.0579470396
288,289,40.7325,7327.84105098248
289,290,39.4731,7368.57355296612
290,291,39.3792,7408.0466555357
291,292,39.0075,7447.42585551739
292,293,39.9649,7486.43335902691
293,294,39.3709,7526.39825999737
294,295,40.3065,7565.76915919781
295,296,38.917,7606.07566249371
296,297,40.881,7644.9926661253
297,298,42.2449,7685.8736666441
298,299,40.218,7728.11856639385
