Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
189,190,40.2509,2871.08693605661
190,191,39.2638,2911.33783632517
191,192,39.5037,2950.60163789988
192,193,39.9942,2990.10533815622
193,194,41.0034,3030.09953981638
194,195,39.2252,3071.10293871164
195,196,40.2424,3110.32813936472
196,197,41.0027,3150.57054048777
197,198,39.6101,3191.57324129343
198,199,40.6166,3231.18334490061
199,200,39.7697,3271.79994875193
200,201,40.3968,3311.5696516633
201,202,39.4083,3351.96645265818
202,203,40.1672,3391.37475496531
203,204,41.1184,3431.54195696115
204,205,40.0727,3472.66035753489
205,206,39.6518,3512.73305803537
206,207,40.2582,3552.38486009836
207,208,39.7536,3592.64306169748
208,209,39.5349,3632.3966665864
209,210,39.5313,3671.93156725168
210,211,40.626,3711.46287065744
211,212,39.8868,3752.08887392282
212,213,40.0193,3791.97567659616
213,214,39.5182,3831.99497896433
214,215,39.3533,3871.51317888498
215,216,40.2002,3910.86648088694
216,217,40.3768,3951.06668382883
217,218,39.1492,3991.44348818064
218,219,40.1433,4030.59268862009
219,220,40.5001,4070.73599153757
220,221,39.4825,4111.2360945344
221,222,40.5787,4150.71859651804
222,223,43.0661,4191.29729753733
223,224,43.0259,4234.36340242624
224,225,42.0259,4277.38930422068
225,226,41.3454,4319.41520601511
226,227,40.4352,4360.76060777903
227,228,40.0708,4401.19580751657
228,229,39.1775,4441.26660829782
229,230,39.7036,4480.44410997629
230,231,39.79,4520.14771181345
231,232,40.1262,4559.93771272898
232,233,39.9634,4600.06391435862
233,234,39.8706,4640.02731615305
234,235,40.0318,4679.8979178071
235,236,40.1949,4719.92972093821
236,237,39.4898,4760.1246214509
237,238,40.3638,4799.61442476511
238,239,38.9175,4839.97822862864
239,240,39.639,4878.89573198557
240,241,39.7674,4918.53473573923
241,242,39.3005,4958.30213457346
242,243,40.4228,4997.60263735056
243,244,43.3633,5038.02543932199
244,245,39.7729,5081.38874346018
245,246,40.34311,5121.16164308786
246,247,40.5774,5161.50474840403
247,248,40.1615,5202.08214861155
248,249,41.6303,5242.24365144968
249,250,40.3207,5283.87395387888
250,251,39.5451,5324.194655478
251,252,40.6068,5363.73976045847
252,253,39.8665,5404.34656435251
253,254,39.6335,5444.213065207
254,255,39.7222,5483.84656816721
255,256,39.3146,5523.56877046824
256,257,40.3475,5562.88337236643
257,258,39.4873,5603.23087602854
258,259,39.5417,5642.71817690134
259,260,42.2707,5682.25987917185
260,261,40.5168,5724.53058153391
261,262,39.9509,5765.04738527536
262,263,39.4656,5804.99828630686
263,264,41.5974,5844.46388918161
264,265,40.5291,5886.0612898469
265,266,40.3045,5926.59039217234
266,267,39.542,5966.89489275217
267,268,41.0333,6006.43689638376
268,269,43.0021,6047.47019869089
269,270,40.3608,6090.47230058908
270,271,40.0944,6130.83310228586
271,272,39.5872,6170.9275007844
272,273,40.5903,6210.51470094919
273,274,39.1406,6251.10500246286
274,275,39.7047,6290.24560457468
275,276,40.1903,6329.95030504465
276,277,40.9368,6370.14060884714
277,278,41.2091,6411.07741075754
278,279,39.8862,6452.28651338816
279,280,39.6027,6492.17271333933
280,281,40.0144,6531.77541261911
281,282,43.3599,6571.78981310129
282,283,40.2125,6615.14971452951
283,284,39.6892,6655.36221605539
284,285,39.2448,6695.05141741037
285,286,40.8731,6734.2962217927
286,287,39.4879,6775.16932588816
287,288,39.382,6814.65722566843
288,289,41.6898,6854.03922563791
289,290,41.1914,6895.72902971506
290,291,40.21111,6936.92042833567
291,292,40.0169,6977.13153368235
292,293,39.4944,7017.14843279123
293,294,41.6998,7056.64283281565
294,295,39.6064,7098.34263521433
295,296,39.6661,7137.94903475046
296,297,43.1095,7177.6151381135
297,298,40.1776,7220.72463899851
298,299,45.0116,7260.9022436738
