Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
185,186,44.5691,3036.1237552464
186,187,48.7845,3080.69285848737
187,188,43.82211,3129.47736242414
188,189,40.0952,3173.29946783185
189,190,54.4399,3213.39466741681
190,191,43.1586,3267.83456686139
191,192,44.9714,3310.9931705296
192,193,46.45461,3355.9645717442
193,194,40.4822,3402.41917684674
194,195,42.5668,3442.9013774693
195,196,36.7159,3485.46818044782
196,197,45.8099,3522.18408086896
197,198,42.2018,3567.99398306012
198,199,42.609,3610.19578436017
199,200,48.1101,3652.80478551984
200,201,42.0397,3700.91488912702
201,202,43.9013,3742.95458868146
202,203,39.8021,3786.85589101911
203,204,38.6932,3826.65799596906
204,205,49.875,3865.35119512677
205,206,46.2835,3915.22619894147
206,207,36.58,3961.50969961286
207,208,46.7653,3998.08970144391
208,209,44.6247,4044.85500600934
209,210,43.2742,4089.47970846295
210,211,44.4405,4132.75390890241
211,212,42.99,4177.19441106915
212,213,36.7585,4220.18441274762
213,214,40.1513,4256.94291570783
214,215,40.7936,4297.09421804547
215,216,42.0107,4337.88782003522
216,217,40.7516,4379.89852026105
217,218,41.693,4420.6501224339
218,219,45.2674,4462.34312322736
219,220,42.7078,4507.61052206159
220,221,37.6671,4550.31832388043
221,222,41.3146,4587.98542669415
222,223,45.0034,4629.30002859235
223,224,45.5984,4674.30342748761
224,225,40.8708,4719.90182760358
225,226,40.3933,4760.77263143659
226,227,37.6466,4801.16593435407
227,228,41.2322,4838.81253698468
228,229,42.5703,4880.04473760724
229,230,34.9279,4922.61503866315
230,231,41.5601,4957.54293707013
231,232,43.8958,4999.10304144025
232,233,48.8141,5042.99884298444
233,234,45.5733,5091.81294515729
234,235,50.5285,5137.38624837995
235,236,45.6163,5187.91475179791
236,237,40.0075,5233.53105428815
237,238,36.9468,5273.53855779767
238,239,39.3374,5310.4853618443
239,240,43.4233,5349.82276037335
240,241,42.5677,5393.24606207013
241,242,37.6544,5435.8137615025
242,243,45.6611,5473.46816137433
243,244,38.2951,5519.12926366925
244,245,40.7135,5557.42436864972
245,246,48.9374,5598.13786962628
246,247,44.4197,5647.07527044415
247,248,38.1888,5691.49497106671
248,249,35.5187,5729.68377187848
249,250,42.4334,5765.20247152448
250,251,41.3985,5807.63587072492
251,252,36.9779,5849.03437307477
252,253,42.2992,5886.01227453351
253,254,42.0035,5928.31147649884
254,255,37.8513,5970.31497839093
255,256,41.0517,6008.16628149152
256,257,43.4166,6049.21798208356
257,258,41.1512,6092.63458517194
258,259,42.87111,6133.78578451276
259,260,43.9672,6176.65688970685
260,261,41.095,6220.62409093976
261,262,44.8489,6261.71909216046
262,263,44.6335,6306.56799200177
263,264,38.7647,6351.20149496198
264,265,42.0282,6389.96619680524
265,266,38.9468,6431.99439886212
266,267,38.3059,6470.94120290875
267,268,48.657,6509.24710348248
268,269,48.6567,6557.90410497785
269,270,49.0983,6606.56080511212
270,271,48.1969,6655.65910986066
271,272,38.7484,6703.85600927472
272,273,36.0676,6742.60441091657
273,274,38.6673,6778.67201498151
274,275,40.5605,6817.33931615949
275,276,37.4418,6857.89981725812
276,277,43.5835,6895.34162023664
277,278,43.1302,6938.92512395978
278,279,40.7982,6982.05532339215
279,280,39.9731,7022.8535259068
280,281,39.3587,7062.82662847638
281,282,45.8301,7102.18532827497
282,283,37.7352,7148.01543310285
283,284,39.5197,7185.75063589215
284,285,40.8976,7225.27033880353
285,286,42.7759,7266.16794088483
286,287,44.6853,7308.94384267926
287,288,41.207,7353.62914541364
288,289,42.3775,7394.83614614606
289,290,41.9113,7437.21364858747
290,291,39.8042,7479.12495306134
291,292,40.5456,7518.92915228009
292,293,43.2917,7559.4747569859
293,294,42.272,7602.76645925641
294,295,35.7281,7645.03846243024
295,296,43.2347,7680.76656606793
296,297,38.1904,7724.0012691319
297,298,41.2649,7762.19166830182
298,299,38.2788,7803.45656850934
