Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
205,206,45.6816,4246.62619939446
206,207,41.8171,4292.30780187249
207,208,51.9909,4334.12490621209
208,209,45.9168,4386.11580815911
209,210,44.0701,4432.03260961175
210,211,41.61,4476.1027123034
211,212,44.7579,4517.71271291375
212,213,49.1759,4562.47061315179
213,214,56.8288,4611.6465126574
214,215,50.1779,4668.47531667352
215,216,43.9073,4718.6532188952
216,217,44.3708,4762.56052175164
217,218,43.9267,4806.93132558465
218,219,45.9897,4850.85802617669
219,220,41.8003,4896.84772649407
220,221,45.7808,4938.64803090692
221,222,48.1714,4984.42883458734
222,223,42.5574,5032.60023656487
223,224,40.6331,5075.15763631463
224,225,47.318,5115.79073873162
225,226,44.6894,5163.10873952508
226,227,41.2132,5207.79813924432
227,228,41.8784,5249.0113388598
228,229,66.9922,5290.88973775506
229,230,44.5592,5357.88194051385
230,231,41.4025,5402.44114080071
231,232,42.1938,5443.8436409533
232,233,44.1058,5486.03744283319
233,234,46.6883,5530.14324727654
234,235,43.7724,5576.83155217767
235,236,44.2894,5620.60395208001
236,237,44.2065,5664.89335408807
237,238,46.3422,5709.09985509515
238,239,43.8662,5755.44205632806
239,240,45.6706,5799.30825582147
240,241,40.369,5844.97886052728
241,242,42.9388,5885.34786382318
242,243,40.8196,5928.28666844964
243,244,43.76011,5969.10627141595
244,245,40.1847,6012.86637654901
245,246,54.1957,6053.05107656121
246,247,54.4849,6107.24677816033
247,248,44.244,6161.73167958856
248,249,49.28811,6205.97568288445
249,250,46.6754,6255.26378789544
250,251,49.7597,6301.93918767571
251,252,45.87811,6351.69888845086
252,253,52.3242,6397.57699361444
253,254,45.1162,6449.90119710565
254,255,47.8739,6495.01739659905
255,256,48.9427,6542.89129796624
256,257,41.2434,6591.83400121331
257,258,41.949,6633.07740178704
258,259,52.1244,6675.0264030993
259,260,49.223,6727.15080419183
260,261,46.0397,6776.37380757928
261,262,40.9995,6822.41350713372
262,263,40.1305,6863.41300740838
263,264,42.0367,6903.54350820184
264,265,41.2133,6945.58020940423
265,266,44.8917,6986.79351201653
266,267,42.1628,7031.68521276116
267,268,40.5097,7073.84801641107
268,269,40.0743,7114.35771718621
269,270,43.3697,7154.43201985955
270,271,42.9194,7197.80172124505
271,272,39.7651,7240.72112050653
272,273,39.2989,7280.486222893
273,274,43.8188,7319.78512349725
274,275,41.3751,7363.60392537713
275,276,40.2967,7404.97902837396
276,277,45.0552,7445.27572789788
277,278,45.8259,7490.33093038201
278,279,41.0785,7536.15683141351
279,280,45.8238,7577.23533406854
280,281,41.0845,7623.05913701653
281,282,46.429,7664.14364019036
282,283,43.3344,7710.57264104486
283,284,43.5423,7753.90704122186
284,285,41.0428,7797.44934239984
285,286,44.0631,7838.49214330316
286,287,41.0019,7882.55524602532
287,288,43.3276,7923.55714574456
288,289,47.0157,7966.88474813104
289,290,42.7744,8013.90044942498
290,291,43.0078,8056.67484822869
291,292,46.6449,8099.6826492846
292,293,43.644,8146.32755056024
293,294,43.8058,8189.97155156732
294,295,42.8715,8233.77735295892
295,296,40.5275,8276.64885488153
296,297,40.0157,8317.17635503411
297,298,43.4078,8357.19205632806
298,299,48.2469,8400.59985890985
