Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
188,189,39.9271,3150.32557487488
189,190,38.7349,3190.25267982483
190,191,40.9268,3228.98758125305
191,192,41.81511,3269.91438484192
192,193,38.3159,3311.72949028015
193,194,45.6959,3350.04538917542
194,195,42.677,3395.74128913879
195,196,43.0233,3438.41829109192
196,197,41.6014,3481.44159507751
197,198,44.5708,3523.04299736023
198,199,40.4884,3567.61380195618
199,200,39.3444,3608.10220146179
200,201,42.8035,3647.44659996033
201,202,46.9921,3690.25010108948
202,203,45.0839,3737.24220466614
203,204,45.91311,3782.3261051178
204,205,41.7165,3828.23921012878
205,206,42.73861,3869.95571327209
206,207,41.8356,3912.69431877136
207,208,42.2408,3954.529920578
208,209,42.3877,3996.7707233429
209,210,39.6966,4039.15842628479
210,211,37.505,4078.85502815247
211,212,40.1773,4116.36002922058
212,213,37.9895,4156.53733253479
213,214,40.4539,4194.52683448792
214,215,41.5664,4234.98073387146
215,216,39.8585,4276.54713249207
216,217,38.6648,4316.40563392639
217,218,40.2661,4355.07043647766
218,219,42.73211,4395.33653831482
219,220,42.037,4438.06864356995
220,221,41.0363,4480.10564613342
221,222,42.9438,4521.1419506073
222,223,42.169,4564.08575248718
223,224,42.6166,4606.25475502014
224,225,41.0935,4648.87135887146
225,226,39.9113,4689.96486091614
226,227,45.2204,4729.87616539001
227,228,46.2202,4775.09656715393
228,229,47.5043,4821.31676673889
229,230,42.59361,4868.82106971741
230,231,40.5913,4911.41467475891
231,232,40.3759,4952.00597572327
232,233,38.4747,4992.38187599182
233,234,38.9569,5030.85657691956
234,235,39.2753,5069.81347846985
235,236,41.615,5109.08878135681
236,237,43.047,5150.70378303528
237,238,46.0341,5193.75078392029
238,239,44.562,5239.78488731384
239,240,45.7603,5284.3468875885
240,241,43.6598,5330.10719108582
241,242,39.4095,5373.76699256897
242,243,41.7757,5413.17649269104
243,244,40.3186,5454.95219230652
244,245,43.8987,5495.27079582214
245,246,40.6142,5539.16949653625
246,247,42.5831,5579.7836971283
247,248,42.9154,5622.36680030823
248,249,45.2573,5665.28220176697
249,250,44.5261,5710.53950309753
250,251,47.8688,5755.06560707092
251,252,44.527,5802.93441200256
252,253,43.3075,5847.46141242981
253,254,44.9519,5890.76891517639
254,255,45.7292,5935.72081565857
255,256,40.5765,5981.45001792908
256,257,39.5464,6022.02652168274
257,258,40.2838,6061.57292366028
258,259,38.3867,6101.85672569275
259,260,40.271,6140.24342536926
260,261,38.4232,6180.51442909241
261,262,39.3354,6218.93763160706
262,263,38.4738,6258.27303123474
263,264,42.6873,6296.74683570862
264,265,42.1366,6339.43413734436
265,266,38.8401,6381.57074165344
266,267,41.1152,6420.41084480286
267,268,38.3577,6461.52604484558
268,269,42.3181,6499.88374519348
269,270,43.935,6542.20184898376
270,271,42.143,6586.13685035706
271,272,41.7916,6628.27985191345
272,273,44.8817,6670.07145500183
273,274,43.295,6714.95315742493
274,275,42.3371,6758.24815940857
275,276,51.0071,6800.58526420593
276,277,41.7134,6851.59236717224
277,278,43.3596,6893.30576896667
278,279,46.1099,6936.66537284851
279,280,42.3818,6982.77527427673
280,281,39.7986,7025.15707588196
281,282,38.2991,7064.95567893982
282,283,38.9125,7103.25478172302
283,284,39.4516,7142.16728401184
284,285,39.1871,7181.61888694763
285,286,39.3082,7220.80599021912
286,287,40.5034,7260.1141910553
287,288,38.699,7300.61758995056
288,289,44.5341,7339.31659126282
289,290,43.76661,7383.85069465637
290,291,41.1136,7427.61730003357
291,292,38.1501,7468.73090171814
292,293,43.8678,7506.88100624084
293,294,42.7067,7550.7488079071
294,295,42.06561,7593.45550727844
295,296,42.4335,7635.52111244202
296,297,43.3419,7677.95461463928
297,298,43.585,7721.29651451111
298,299,41.7193,7764.88151741028
