Frame Offset, Frame Index, Frame Time (ms), Time from first frame (ms)
112,113,0.3668,67.7263032197952
113,114,0.3692,68.0931032299995
114,115,0.3838,68.4623032510281
115,116,0.4087,68.8461032509804
116,117,0.3806,69.2548032701015
117,118,0.9998,69.6354033052921
118,119,471.589,70.6352033317089
119,120,124.8644,542.2242231071
120,121,47.5938,667.088625878096
121,122,46.8937,714.682429283857
122,123,44.6689,761.576128929853
123,124,45.3749,806.245028465986
124,125,46.5897,851.619929283857
125,126,43.5282,898.209631890059
126,127,42.7268,941.737833946943
127,128,43.1995,984.464636772871
128,129,39.3464,1027.66413781047
129,130,41.4691,1067.01053902507
130,131,41.7389,1108.47964379191
131,132,40.9694,1150.21854302287
132,133,42.4966,1191.18794152141
133,134,42.9965,1233.68454644084
134,135,43.8675,1276.68104836345
135,136,43.2763,1320.54854866862
136,137,42.7185,1363.82485100627
137,138,40.1607,1406.54335305095
138,139,40.6746,1446.70405480266
139,140,39.2775,1487.3786573112
140,141,39.5185,1526.65615746379
141,142,39.9105,1566.17465874553
142,143,44.2136,1606.08516213298
143,144,46.1669,1650.29876610637
144,145,43.3443,1696.46566674113
145,146,49.327,1739.80996987224
146,147,45.4243,1789.13697335124
147,148,45.5145,1834.5612744987
148,149,42.4184,1880.07577797771
149,150,41.5024,1922.4941777885
150,151,40.4443,1963.99657723308
151,152,43.2095,2004.4408788383
152,153,41.8443,2047.65038201213
153,154,46.9585,2089.49468514323
154,155,45.4987,2136.45318886638
155,156,43.5222,2181.95189186931
156,157,40.3614,2225.47409340739
157,158,42.6969,2265.83549401164
158,159,44.0757,2308.5323934257
159,160,41.9132,2352.60809609294
160,161,42.943,2394.52129647136
161,162,40.5475,2437.46429726481
162,163,40.4765,2478.01179787517
163,164,41.9883,2518.48829934001
164,165,42.7413,2560.47660347819
165,166,47.2477,2603.21790596843
166,167,50.7922,2650.46560570598
167,168,46.8951,2701.25780770183
168,169,48.7266,2748.15291115642
169,170,43.8529,2796.87951561809
170,171,42.015,2840.73241707683
171,172,43.9485,2882.74742028117
172,173,44.0247,2926.69592186809
173,174,42.6527,2970.72062203288
174,175,40.9338,3013.37332436442
175,176,44.3015,3054.30712792277
176,177,42.5573,3098.60863015056
177,178,40.9392,3141.16593453288
178,179,41.6465,3182.10513588786
179,180,40.3695,3223.75163933635
180,181,41.3521,3264.12114235759
181,182,41.3697,3305.4732465446
182,183,43.6886,3346.8429479301
183,184,39.53761,3390.53155037761
184,185,40.34361,3430.06915566325
185,186,39.8071,3470.41276070476
186,187,40.4885,3510.21986290812
187,188,42.549,3550.70836541057
